,app_name,id,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Sin Dato,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
27548,Sleeping Dogs: Top Dog Gold Pack,215242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27549,Train Simulator: Norfolk Southern SD40-2 High Nose Loco Add-On,208354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27550,Sleeping Dogs: The High Roller Pack,215244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27551,Train Simulator: Union Pacific SD70Ace Loco Add-On,208362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27552,Train Simulator: SW1500 Switcher Loco Add-On,208367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27553,Train Simulator: DB ICE 1 EMU Add-On,208377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27554,Cannon Fodder 3,209750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27555,Symphony,207750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27556,Deponia,214340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27557,PAYDAY™ The Heist: Wolfpack DLC,207815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27558,Saints Row: The Third - Horror Pack,55399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27559,Rigonauts,214100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27560,Babel Rising,204840,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27561,Unmechanical,211180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27562,Transcripted,215450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27563,English Country Tune,207570,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27564,MapleStory,216150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27565,Awesomenauts - the 2D moba,204300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27566,Awesomenauts: Official Soundtrack,204303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27567,Train Simulator: LNER Class A3 ‘Flying Scotsman’ Loco Add-On,208363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27568,Train Simulator: Class 170 ‘Turbostar’ DMU Add-On,208364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27569,Train Simulator: GP9 Loco Add-On,208371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27570,Train Simulator: ScotRail Class 380 EMU Add-On,208353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27571,Dungeons of Dredmor: Conquest of the Wizardlands,98822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27572,Train Simulator: BR Class 33 Loco Add-On,208298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27573,Train Simulator: Class 86 Loco Add-On,208379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27574,Train Simulator: Class 325 EMU Add-On,208376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27575,Train Simulator: EWS Class 67 Loco Add-On,208369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27576,Train Simulator: Class 390 EMU Add-On,208343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27577,Train Simulator: BNSF Dash 9 Loco Add-On,208356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27578,Max Payne 3: Local Justice Pack,211520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27579,Street Fighter X Tekken: Street Fighter Boost Gem Pack 1,210074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27580,eXceed - Gun Bullet Children,207370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27581,Street Fighter X Tekken: Street Fighter Boost Gem Pack 2,210075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27582,Street Fighter X Tekken: Tekken Boost Gem Pack 1,210076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27583,Street Fighter X Tekken: Tekken Boost Gem Pack 2,210077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27584,Street Fighter X Tekken: Nina (Swap Costume),210050,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27585,Total War: SHOGUN 2: Saints and Heroes Unit Pack,201279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27586,Resonance,212050,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27587,Cities in Motion: St. Petersburg,206716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27588,Stellar Impact - Science Vessel DLC,207169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27589,Inversion™,212410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27590,Wanderlust: Rebirth,211580,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27591,Orcs Must Die! 2,201790,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27592,RailWorks BNSF Dash 9 Pack,24067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27593,Orcs Must Die 2! - Soundtrack,201809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27594,Crazy Machines 2 - Invaders from Space,202454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27595,Street Fighter X Tekken: Kuma (Swap Costume),210054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27596,Street Fighter X Tekken: Juri (Swap Costume),210047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27597,Street Fighter X Tekken: Vega (Swap Costume),210044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27598,Prototype 2 RADNET Access Pack,115340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27599,Street Fighter X Tekken: Poison (Swap Costume),210040,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27600,Prototype 2,115320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27601,Magicka: Aspiring Musician Robes,73096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27602,Magicka: Peculiar Gadgets Item Pack,73097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27603,Magicka: Heirlooms Item Pack,73098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27604,Magicka: Mega Villain Robes,73095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27605,Kung Fu Strike - The Warrior's Rise,212030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27606,Street Fighter X Tekken: Ryu (Swap Costume),210030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27607,Street Fighter X Tekken: Ken (Swap Costume),210031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27608,Street Fighter X Tekken: Marduk (Swap Costume),210058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27609,Street Fighter X Tekken: Hwoarang (Swap Costume),210059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27610,Street Fighter X Tekken: Bob (Swap Costume),210061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27611,Street Fighter X Tekken: Steve (Swap Costume),210060,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27612,Street Fighter X Tekken: Kazuya (Swap Costume),210049,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27613,Street Fighter X Tekken: Heihachi (Swap Costume),210053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27614,Street Fighter X Tekken: Asuka (Swap Costume),210051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27615,Street Fighter X Tekken: Akuma (Swap Costume),210048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27616,Street Fighter X Tekken: M.Bison (Swap Costume),210046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27617,Street Fighter X Tekken: Rufus (Swap Costume),210042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27618,Street Fighter X Tekken: Balrog (Swap Costume),210045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27619,Magic 2013 “Born of Flame” Deck Key,97362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27620,Magic 2013 “Celestial Light” Deck Key,97360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27621,Magic 2013 “Crosswinds” Deck Key,97378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27622,Magic 2013 “Exalted Darkness” Deck Key,97374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27623,Magic 2013 “Peacekeepers” Deck Key,97372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27624,Magic 2013 “Dream Puppets” Foil Conversion,97367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27625,Magic 2013 “Obedient Dead” Deck Key,97370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27626,Magic 2013 “Ancient Wilds” Deck Key,97376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27627,Magic 2013 “Pack Instinct” Foil Conversion,97365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27628,Magic 2013 “Born of Flame” Foil Conversion,97363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27629,Magic 2013 “Dream Puppets” Deck Key,97366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27630,Magic 2013 “Celestial Light” Foil Conversion,97361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27631,Magic 2013 “Crosswinds” Foil Conversion,97379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27632,Magic 2013 “Ancient Wilds” Foil Conversion,97377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27633,Magic 2013 “Peacekeepers” Foil Conversion,97373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27634,Magic 2013 “Exalted Darkness” Foil Conversion,97375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27635,Blacklight: Retribution,209870,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27636,Dungeonbowl - Knockout Edition,209390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27637,Saints Row: The Third - Genki Girl Pack,55400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27638,Game of Thrones - Weapon Pack,208741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27639,Endless Space® - Collection,208140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27640,Killing Floor - Urban Nightmare Character Pack,210932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27641,Plutonic Repulse Demo,213490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27642,Adventures of Shuggy,211440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27643,Jagged Alliance - Back in Action: Point Blank DLC,203345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27644,Rune Classic,210950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27645,"Wargame: European Escalation - ""Conquest"" (Free DLC)",58646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27646,Airline Tycoon 2: Falcon Airlines DLC,206882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27647,Splice Soundtrack,209793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27648,Napoleon: Total War - Imperial Eagle Pack,38185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27649,Napoleon: Total War - Heroes of the Napoleonic Wars,34174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27650,Magicka: The Other Side of the Coin,73093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27651,Tiny and Big: Grandpa's Leftovers,205910,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27652,SpellForce 2: Faith in Destiny,65530,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27653,Roller Coaster Rampage,209610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27654,Fray: Reloaded Edition,210490,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27655,Magic: The Gathering - Duels of the Planeswalkers 2013,97330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27656,Ridge Racer™ Unbounded - Extended Pack: 3 Vehicles + 5 Paint Jobs,207114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27657,SpellForce 2 - Faith in Destiny - Digital Extras,213930,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27658,Train Simulator: London to Brighton Route Add-On,208280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27659,Train Simulator: Isle of Wight Route Add-On,24021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27660,Train Simulator: Northeast Corridor: New York - Philadelphia Route Add-On,65232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27661,Sid Meier's Civilization V: Gods and Kings,16870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27662,Ridge Racer™ Unbounded - Ridge Racer™ 7 Machine Pack,207113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27663,Train Simulator: Southern Class 421 ‘4CIG’ EMU Add-On,208287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27664,Game of Thrones,208730,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27665,Bang Bang Racing,207020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27666,Spec Ops: The Line,50300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27667,Sins of a Solar Empire®: Rebellion,204880,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27668,Krater - Dr. Cerebro Pack,204732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27669,Krater - Soundtrack,204731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27670,Saints Row: The Third Witches & Wieners Pack,55392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27671,Psychonauts Original Score,3839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27672,Psychonauts Original Soundtrack,3838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27673,Iron Front: Digital War Edition,91330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27674,Risen 2: Dark Waters - Air Temple DLC,40393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27675,Stronghold 3 Gold,47400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27676,Conflict Desert Storm™,211780,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27677,Binding of Isaac: Wrath of the Lamb,113204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27678,Frozen Synapse: Red DLC,98211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27679,Total War: Shogun 2 - Fall of the Samurai – The Tsu Faction Pack,201275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27680,Total War: Shogun 2 - Fall of the Samurai – The Obama Faction Pack,201274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27681,Total War: Shogun 2 - Fall of the Samurai – The Saga Faction Pack,201273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27682,Oil Rush OST,200397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27683,Oil Rush Tower Defense Map Pack,200396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27684,Tsukumogami,262300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27685,Magical Diary: Horse Hall,211340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27686,Total War: Shogun 2 - Fall of the Samurai – The Sendai Faction Pack,201276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27687,Saints Row: The Third - Penthouse Pack,55391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27688,Defenders of Ardania: The Conjurer's Tricks,200310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27689,Batman Arkham City: Harley Quinn's Revenge,200891,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27690,Alan Wake's American Nightmare,202750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27691,Thief™ II: The Metal Age,211740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27692,Thief™ Gold,211600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27693,Dungeon Defenders: Summoner Hero DLC,208544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27694,Fieldrunners,209690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27695,Swords and Soldiers - Super Saucy Sausage Fest DLC,210510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27696,Port Royale 3,205610,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27697,Q.U.B.E. Soundtrack,203733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27698,Ticket to Ride - Switzerland,108231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27699,Botanicula,207690,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27700,Call of Duty®: Modern Warfare® 3 Collection 1,42695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27701,Ridge Racer™ Unbounded - Ridge Racer™ Type 4 Machine and  El Mariachi Pack,207112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27702,Dynamite Jack,202730,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27703,Ridge Racer™ Unbounded - Ridge Racer™ 1 Machine and the Hearse Pack,207111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27704,Nexuiz,96800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27705,Street Fighter X Tekken,209120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27706,Avernum 5,206040,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27707,Train Simulator: BNSF SD75 Loco Add-On,65259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27708,Avernum 6,206060,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27709,Avernum 4,206020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27710,Offspring Fling!,211360,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27711,The Dream Machine: Chapter 3,94303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27712,The Dream Machine: Chapter 1 & 2,94300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27713,Anno 2070™  - The E.V.E. Package,204289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27714,Anno 2070™ - The Silent Running Package,204287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27715,Anno 2070™  - The Nordamark Line Package,204288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27716,Sonic the Hedgehog 4 - Episode II,203650,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27717,MacGuffin's Curse,58230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27718,Blades of Time,208670,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27719,Burn Zombie Burn!: Soundtrack,50513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27720,Xotic DLC: Temple Crypt Expansion Pack,92621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27721,Blades of Time - Dismal Swamp DLC,208981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27722,Revelations 2012,201070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27723,Sherlock Holmes and The Hound of The Baskervilles,209230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27724,Lone Survivor: The Director's Cut,209830,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27725,DEFCON Soundtrack,209772,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27726,The Walking Dead,207610,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27727,Defenders of Ardania: Battlemagic,200300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27728,Darwinia Soundtrack,209771,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27729,Fireburst,207190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27730,A Valley Without Wind,209330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27731,Noitu Love 2: Devolution,207530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27732,Warlock - Master of the Arcane,203630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27733,Saints Row: The Third - Nyte Blayde Pack,55396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27734,Naval War: Arctic Circle,200050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27735,Saints Row: The Third - Special Ops Vehicle Pack,55398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27736,Legend of Grimrock,207170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27737,Naval War Arctic Circle Demo,210290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27738,Stellar Impact,207150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27739,Cities in Motion: Ulm,206712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27740,Avernum: Escape From the Pit,208400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27741,Stellar Impact - Support Ship DLC,207166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27742,Stellar Impact - Carrier Ship DLC,207167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27743,Stellar Impact - Artillery Ship DLC,207168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
